iteration,phase,config_source,description,parent_iteration,loss_type,loss_gamma,loss_alpha,use_class_weights,architecture,backbone,dropout_rate,head_type,head_hidden_features,head_dropout,batch_size,learning_rate,num_epochs,freeze_backbone,weight_decay,scheduler_type,scheduler_patience,scheduler_factor,scheduler_mode,early_stopping_enabled,early_stopping_patience,early_stopping_monitor,early_stopping_min_delta,rare_class_aug_enabled,threshold_optimization,auc_improvement_enabled,auc_improvement_strategy,hernia_oversample_enabled,hernia_oversample_factor,config_file,description
122,HERNIA_OVERSAMPLE,iteration_dir,HERNIA_OVERSAMPLE - Label-aware oversampling and augmentation experiment,89,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_OVERSAMPLE - Label-aware oversampling and augmentation experiment
123,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
124,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
125,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
126,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,122,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
126,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,122,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
126,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,122,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
126,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,122,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
126,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,122,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
126,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,122,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
127,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,126,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
128,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,127,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
129,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,128,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
130,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,129,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
131,HERNIA_THRESHOLD_STABILIZATION,iteration_dir,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization,130,BCE,-,-,No,ModifiedDenseNetWithDropOut,densenet121,0.3000,mlp,-,0.2000,64,0.0001,10,Yes,0.0001,ReduceLROnPlateau,3,0.5000,max,Yes,5,val_macro_auc,0.0010,No,per_class_f1_score,No,-,Yes,10,config.yaml,HERNIA_THRESHOLD_STABILIZATION - Constrained threshold optimization
132,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
133,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
134,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
135,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
136,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
137,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
138,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
139,PHASE_5_AUC_IMPROVEMENT,iteration_dir,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
140,PHASE_5_AUC_IMPROVEMENT,standalone,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)",84,FocalLoss,3.00,0.7500,Yes,ModifiedDenseNetWithDropOut,densenet121,0.3000,-,-,-,64,0.0005,50,-,0.00e+00,ReduceLROnPlateau,5,0.5000,min,Yes,5,-,0.0100,Yes,per_class_f1_score,Yes,hard_negative_emphasis,-,-,config_iteration_140.yaml,"PHASE 5: Class-specific AUC improvement (targets: Pneumonia, Fibrosis, Edema)"
